subject,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s020,0.1188,0.195,0.0762,0.1156,0.2811,0.1655,0.1264,0.3576,0.2312,0.147,0.4671,0.3201,0.0702,0.711,0.6408,0.1589,0.6219,0.463,0.1684,0.9538,0.7854,0.1771,1.1416,0.9645,0.1117,0.0615,-0.0502,0.1178,0.2375,0.1197,0.0953
s043,0.0686,0.3997,0.3311,0.0773,0.2514,0.1741,0.0839,0.2353,0.1514,0.0773,0.669,0.5917,0.0581,0.5092,0.4511,0.0549,0.3856,0.3307,0.0644,0.083,0.0186,0.1121,0.225,0.1129,0.0522,0.2819,0.2297,0.0454,0.2584,0.213,0.0462
s013,0.0779,0.0863,0.0084,0.0623,0.1233,0.061,0.0877,0.0462,-0.0415,0.0542,0.169,0.1148,0.0615,0.2576,0.1961,0.0946,0.1084,0.0138,0.0734,0.0936,0.0202,0.108,0.0845,-0.0235,0.0653,0.1336,0.0683,0.0729,0.1839,0.111,0.075
s028,0.0763,0.2544,0.1781,0.0578,0.1109,0.0531,0.0639,0.0687,0.0048,0.0847,0.5821,0.4974,0.0565,0.3915,0.335,0.0747,0.2051,0.1304,0.0446,0.384,0.3394,0.0502,0.0851,0.0349,0.0552,0.2697,0.2145,0.0452,0.1768,0.1316,0.033
s010,0.0842,0.1863,0.1021,0.057,0.146,0.089,0.0544,0.1383,0.0839,0.0586,0.2135,0.1549,0.0541,0.2181,0.164,0.0399,0.1096,0.0697,0.0708,0.096,0.0252,0.0494,0.1102,0.0608,0.07,0.1924,0.1224,0.0744,0.1601,0.0857,0.0441
s038,0.0644,0.4644,0.4,0.0918,0.1079,0.0161,0.0562,0.08,0.0238,0.0839,0.2912,0.2073,0.0544,0.4722,0.4178,0.0625,0.2922,0.2297,0.0915,0.1051,0.0136,0.1169,0.1378,0.0209,0.0583,0.168,0.1097,0.0989,0.286,0.1871,0.0757
s013,0.0842,0.1155,0.0313,0.0747,0.0969,0.0222,0.1064,0.5149,0.4085,0.0847,0.2652,0.1805,0.0808,0.3091,0.2283,0.0383,0.0882,0.0499,0.0884,0.3218,0.2334,0.1067,0.1038,-0.0029,0.0687,0.1415,0.0728,0.0871,0.1672,0.0801,0.0971
s028,0.0531,0.1304,0.0773,0.0589,0.1151,0.0562,0.0671,0.0811,0.014,0.0528,0.5349,0.4821,0.0525,0.3677,0.3152,0.059,0.1522,0.0932,0.0507,0.0439,-0.0068,0.0615,0.0835,0.022,0.0636,0.2053,0.1417,0.0602,0.2432,0.183,0.056
s051,0.1203,0.2057,0.0854,0.0715,0.1058,0.0343,0.0675,0.0886,0.0211,0.0625,0.1806,0.1181,0.0791,0.3089,0.2298,0.0863,0.1665,0.0802,0.062,0.1093,0.0473,0.1016,0.1465,0.0449,0.0992,0.1353,0.0361,0.0712,0.1929,0.1217,0.0646
s022,0.0539,0.4644,0.4105,0.0539,0.365,0.3111,0.0642,0.297,0.2328,0.0961,0.8358,0.7397,0.0708,0.9636,0.8928,0.0657,0.4268,0.3611,0.0597,0.3176,0.2579,0.1148,0.3115,0.1967,0.0631,0.2993,0.2362,0.0584,0.7367,0.6783,0.0536
s040,0.1118,0.4105,0.2987,0.11,0.1319,0.0219,0.1517,0.5998,0.4481,0.1538,0.4969,0.3431,0.0757,0.8986,0.8229,0.0815,0.4734,0.3919,0.1271,0.2308,0.1037,0.1928,0.105,-0.0878,0.1572,0.3626,0.2054,0.1319,0.2615,0.1296,0.1332
s039,0.067,0.1613,0.0943,0.0942,0.1393,0.0451,0.0683,0.1675,0.0992,0.0723,0.4998,0.4275,0.0765,0.4809,0.4044,0.1852,0.3387,0.1535,0.0823,0.1048,0.0225,0.1055,0.1435,0.038,0.0897,0.1865,0.0968,0.0902,0.2075,0.1173,0.0881
s020,0.052,0.2337,0.1817,0.1006,0.1207,0.0201,0.1101,0.1045,-0.0056,0.1207,0.2516,0.1309,0.0855,0.3353,0.2498,0.1122,0.1093,-0.0029,0.0956,0.1361,0.0405,0.147,0.4368,0.2898,0.1557,0.8059,0.6502,0.113,0.2171,0.1041,0.1206
s041,0.2163,0.2521,0.0358,0.1345,0.3534,0.2189,0.187,0.1859,-0.0011,0.167,1.5085,1.3415,0.1622,0.7314,0.5692,0.1129,0.8856,0.7727,0.1477,0.1705,0.0228,0.1406,0.139,-0.0016,0.1391,0.1773,0.0382,0.2097,0.318,0.1083,0.1242
s004,0.0958,0.1662,0.0704,0.1053,0.1259,0.0206,0.0887,0.1146,0.0259,0.0784,1.1851,1.1067,0.0911,0.3823,0.2912,0.1824,0.4376,0.2552,0.1027,0.1083,0.0056,0.1581,0.089,-0.0691,0.0882,0.1273,0.0391,0.0816,0.1744,0.0928,0.0594
s033,0.1161,0.5177,0.4016,0.1501,0.1155,-0.0346,0.1304,0.2177,0.0873,0.1008,0.7698,0.669,0.0668,0.7117,0.6449,0.1357,0.2895,0.1538,0.0805,0.3134,0.2329,0.1836,0.2435,0.0599,0.0921,0.7434,0.6513,0.114,0.3214,0.2074,0.144
s055,0.0981,0.1444,0.0463,0.0934,0.0979,0.0045,0.0813,0.0726,-0.0087,0.1034,0.1933,0.0899,0.0966,0.2151,0.1185,0.114,0.0718,-0.0422,0.0931,0.1446,0.0515,0.0699,0.0164,-0.0535,0.0984,0.2332,0.1348,0.1103,0.1532,0.0429,0.1296
s015,0.0921,0.229,0.1369,0.0737,0.0856,0.0119,0.0494,0.0951,0.0457,0.0702,0.6755,0.6053,0.0663,0.5124,0.4461,0.0766,0.2778,0.2012,0.099,0.2073,0.1083,0.0338,0.0822,0.0484,0.0898,0.1954,0.1056,0.0642,0.214,0.1498,0.0386
s017,0.0713,0.1066,0.0353,0.0473,0.1442,0.0969,0.0582,0.0547,-0.0035,0.0674,0.2022,0.1348,0.0607,0.4096,0.3489,0.0549,0.1822,0.1273,0.0689,0.1133,0.0444,0.0684,0.0822,0.0138,0.0491,0.1478,0.0987,0.0689,0.1865,0.1176,0.0644
s052,0.0401,0.5321,0.492,0.0797,0.0554,-0.0243,0.1137,0.1201,0.0064,0.082,0.2916,0.2096,0.0573,0.2845,0.2272,0.0636,0.2351,0.1715,0.0612,0.2388,0.1776,0.0828,0.1762,0.0934,0.0882,0.072,-0.0162,0.0766,0.3283,0.2517,0.043
s048,0.1002,0.2323,0.1321,0.0943,0.0871,-0.0072,0.0742,0.2775,0.2033,0.0926,0.3465,0.2539,0.0744,0.3545,0.2801,0.0826,0.1181,0.0355,0.0784,0.1463,0.0679,0.0849,0.1087,0.0238,0.086,0.3239,0.2379,0.0704,0.199,0.1286,0.1089
s019,0.0784,0.2747,0.1963,0.0781,0.2346,0.1565,0.061,0.0528,-0.0082,0.0951,0.254,0.1589,0.0586,0.3484,0.2898,0.0922,0.2411,0.1489,0.0829,0.0909,0.008,0.1172,0.1334,0.0162,0.0758,0.2534,0.1776,0.0684,0.4773,0.4089,0.1375
s041,0.1522,0.1864,0.0342,0.1482,0.2492,0.101,0.1696,0.1274,-0.0422,0.1606,0.2505,0.0899,0.0863,0.8139,0.7276,0.1728,0.2026,0.0298,0.1678,0.1022,-0.0656,0.1926,0.1665,-0.0261,0.1132,0.1383,0.0251,0.163,0.4495,0.2865,0.1841
s051,0.124,0.1392,0.0152,0.0683,0.0979,0.0296,0.0755,0.0678,-0.0077,0.0702,0.1269,0.0567,0.0718,0.2565,0.1847,0.0776,0.1984,0.1208,0.0633,0.0892,0.0259,0.0704,0.11,0.0396,0.0807,0.0897,0.009,0.0665,0.1711,0.1046,0.0351
s041,0.1886,0.2959,0.1073,0.1256,0.1842,0.0586,0.1024,0.2435,0.1411,0.1424,0.3172,0.1748,0.0947,0.5636,0.4689,0.1746,0.3091,0.1345,0.1364,0.1526,0.0162,0.1699,0.2127,0.0428,0.101,0.3818,0.2808,0.1179,0.2723,0.1544,0.1179
s027,0.1066,0.339,0.2324,0.0254,0.1658,0.1404,0.1167,0.114,-0.0027,0.0972,0.6622,0.565,0.0824,0.4406,0.3582,0.0966,0.1431,0.0465,0.1323,0.0901,-0.0422,0.1297,0.1252,-0.0045,0.1114,0.1431,0.0317,0.1296,0.3324,0.2028,0.0858
s025,0.1214,0.1754,0.054,0.0636,0.1249,0.0613,0.057,0.1032,0.0462,0.0671,0.7368,0.6697,0.0715,0.4537,0.3822,0.0813,0.1671,0.0858,0.0689,0.102,0.0331,0.0634,0.0906,0.0272,0.0737,0.1793,0.1056,0.0813,0.4361,0.3548,0.0752
s040,0.1269,0.3723,0.2454,0.1316,0.13,-0.0016,0.1237,0.1667,0.043,0.1651,0.3742,0.2091,0.0989,0.8052,0.7063,0.0778,0.3419,0.2641,0.0852,0.3527,0.2675,0.1817,0.1957,0.014,0.1134,0.3088,0.1954,0.1018,0.2605,0.1587,0.1031
s033,0.144,0.7185,0.5745,0.1688,0.1593,-0.0095,0.1245,0.5109,0.3864,0.1179,0.7761,0.6582,0.0958,0.5321,0.4363,0.1883,0.4046,0.2163,0.144,0.2369,0.0929,0.2448,0.2021,-0.0427,0.1211,0.3234,0.2023,0.1292,0.372,0.2428,0.1142
s040,0.1095,0.3112,0.2017,0.1416,0.1938,0.0522,0.1445,0.1559,0.0114,0.1601,0.3014,0.1413,0.0878,0.3999,0.3121,0.0699,0.2918,0.2219,0.1082,0.1381,0.0299,0.1907,0.1343,-0.0564,0.1683,0.1466,-0.0217,0.134,0.3122,0.1782,0.1116
s003,0.1737,0.1432,-0.0305,0.1357,0.1576,0.0219,0.0705,0.1056,0.0351,0.1475,0.157,0.0095,0.0956,0.3161,0.2205,0.1131,0.1749,0.0618,0.1228,0.1078,-0.015,0.1289,0.0769,-0.052,0.0845,0.1199,0.0354,0.108,0.2185,0.1105,0.0866
s034,0.0784,0.0939,0.0155,0.086,0.148,0.062,0.0362,0.0755,0.0393,0.0657,0.2094,0.1437,0.0504,0.4013,0.3509,0.0779,0.1267,0.0488,0.1689,0.0365,-0.1324,0.0989,0.1032,0.0043,0.1261,0.1369,0.0108,0.0752,0.1661,0.0909,0.0644
s013,0.0911,0.1203,0.0292,0.0702,0.1027,0.0325,0.0972,0.047,-0.0502,0.0653,0.1724,0.1071,0.0657,0.2268,0.1611,0.0613,0.1099,0.0486,0.0964,0.0732,-0.0232,0.1022,0.1157,0.0135,0.0555,0.1333,0.0778,0.0679,0.1699,0.102,0.0985
s038,0.09,0.2669,0.1769,0.0747,0.0832,0.0085,0.0538,0.0739,0.0201,0.0813,0.2179,0.1366,0.0689,0.4028,0.3339,0.0675,0.3444,0.2769,0.0955,0.1423,0.0468,0.1253,0.124,-0.0013,0.066,0.1615,0.0955,0.0981,0.3804,0.2823,0.0836
s005,0.0964,0.2913,0.1949,0.1093,0.2159,0.1066,0.0958,0.2135,0.1177,0.0932,0.3043,0.2111,0.1014,0.5728,0.4714,0.1267,0.3334,0.2067,0.0858,0.1917,0.1059,0.09,0.1837,0.0937,0.0869,0.2682,0.1813,0.09,0.5696,0.4796,0.0977
s049,0.077,0.3417,0.2647,0.1076,0.1939,0.0863,0.0752,0.1691,0.0939,0.0958,0.2466,0.1508,0.0842,0.4867,0.4025,0.1095,0.2111,0.1016,0.0831,0.1937,0.1106,0.1118,0.2305,0.1187,0.0628,0.2975,0.2347,0.0805,0.4404,0.3599,0.077
s041,0.1765,0.2323,0.0558,0.1351,0.1842,0.0491,0.134,0.163,0.029,0.1765,0.2569,0.0804,0.0931,0.4407,0.3476,0.1393,0.2443,0.105,0.1685,0.225,0.0565,0.2012,0.7015,0.5003,0.1105,0.2366,0.1261,0.1664,0.2931,0.1267,0.1237
s043,0.0639,0.3969,0.333,0.0668,0.4139,0.3471,0.0718,0.113,0.0412,0.0755,0.5156,0.4401,0.0604,0.4355,0.3751,0.0641,0.3719,0.3078,0.0736,0.0914,0.0178,0.1213,0.283,0.1617,0.0472,0.2806,0.2334,0.0602,0.2748,0.2146,0.0551
s002,0.1069,0.1322,0.0253,0.07,0.1373,0.0673,0.0774,0.0991,0.0217,0.0908,0.4098,0.319,0.0792,0.3806,0.3014,0.1342,0.1643,0.0301,0.0752,0.3249,0.2497,0.1412,0.2025,0.0613,0.0887,0.2035,0.1148,0.0797,0.1973,0.1176,0.0726
s007,0.0737,0.1752,0.1015,0.0478,0.07,0.0222,0.0671,0.1054,0.0383,0.0847,0.2095,0.1248,0.0663,0.2756,0.2093,0.0892,0.136,0.0468,0.0863,0.1292,0.0429,0.0792,0.0872,0.008,0.1486,0.1272,-0.0214,0.081,0.1801,0.0991,0.0818
s034,0.0876,0.1239,0.0363,0.0834,0.1161,0.0327,0.0504,0.0576,0.0072,0.0625,0.7096,0.6471,0.095,0.5159,0.4209,0.1494,0.1882,0.0388,0.1021,0.5091,0.407,0.0947,0.4708,0.3761,0.1171,0.249,0.1319,0.0797,0.2769,0.1972,0.061
s020,0.1119,0.2934,0.1815,0.0829,0.0967,0.0138,0.0953,0.122,0.0267,0.0525,0.2652,0.2127,0.0808,0.4239,0.3431,0.0964,0.1065,0.0101,0.0845,0.1247,0.0402,0.1151,0.0974,-0.0177,0.1133,0.121,0.0077,0.1019,0.1723,0.0704,0.0927
s008,0.1119,0.2105,0.0986,0.0842,0.0964,0.0122,0.0737,0.1041,0.0304,0.1029,0.4027,0.2998,0.0797,0.3524,0.2727,0.0803,0.1096,0.0293,0.0895,0.0824,-0.0071,0.1143,0.1389,0.0246,0.0824,0.5587,0.4763,0.1022,0.2177,0.1155,0.0766
s049,0.0736,0.4287,0.3551,0.1037,0.1823,0.0786,0.0762,0.2012,0.125,0.1369,0.2822,0.1453,0.0865,0.5824,0.4959,0.1185,0.223,0.1045,0.0799,0.1523,0.0724,0.1242,0.2237,0.0995,0.0839,0.303,0.2191,0.0797,0.4709,0.3912,0.0897
s016,0.1478,0.3591,0.2113,0.0737,0.1811,0.1074,0.0964,0.2461,0.1497,0.0969,0.5339,0.437,0.0821,0.7251,0.643,0.1132,0.214,0.1008,0.0934,1.3804,1.287,0.1692,0.2392,0.07,0.1032,0.3133,0.2101,0.1077,0.3306,0.2229,0.1019
s015,0.0871,0.1963,0.1092,0.089,0.1386,0.0496,0.0671,0.1181,0.051,0.0805,0.2325,0.152,0.0758,0.2504,0.1746,0.0502,0.1159,0.0657,0.051,0.3316,0.2806,0.1102,0.0645,-0.0457,0.0983,0.1281,0.0298,0.1006,0.3607,0.2601,0.0568
s021,0.1159,0.2578,0.1419,0.0816,0.1413,0.0597,0.0734,0.1114,0.038,0.0784,0.2082,0.1298,0.0634,0.2467,0.1833,0.0895,0.1392,0.0497,0.0969,0.1366,0.0397,0.0655,0.1389,0.0734,0.0655,0.1476,0.0821,0.095,0.2377,0.1427,0.0752
s013,0.0897,0.0714,-0.0183,0.0636,0.1489,0.0853,0.0756,0.0296,-0.046,0.0751,0.1854,0.1103,0.0581,0.2347,0.1766,0.0797,0.113,0.0333,0.0871,0.1041,0.017,0.0959,0.0766,-0.0193,0.0563,0.1371,0.0808,0.0642,0.1821,0.1179,0.0692
s004,0.0982,0.3216,0.2234,0.094,0.1233,0.0293,0.0975,0.0787,-0.0188,0.0671,0.4867,0.4196,0.0792,0.3181,0.2389,0.1154,0.1875,0.0721,0.1051,0.0853,-0.0198,0.1192,0.0941,-0.0251,0.0867,0.1424,0.0557,0.0839,0.2186,0.1347,0.071
s024,0.076,0.1825,0.1065,0.0441,0.1196,0.0755,0.043,0.0821,0.0391,0.0599,0.4972,0.4373,0.0473,0.3665,0.3192,0.0433,0.1977,0.1544,0.0494,0.1638,0.1144,0.0826,0.113,0.0304,0.0404,0.3544,0.314,0.0839,0.2851,0.2012,0.0737
s053,0.0813,0.1996,0.1183,0.0726,0.1164,0.0438,0.0776,0.1022,0.0246,0.0586,0.2487,0.1901,0.0267,0.2766,0.2499,0.0573,0.2185,0.1612,0.0929,0.0972,0.0043,0.114,0.075,-0.039,0.1002,0.0527,-0.0475,0.114,0.2313,0.1173,0.0907
s031,0.1299,0.1071,-0.0228,0.0966,0.1563,0.0597,0.0869,0.1014,0.0145,0.0771,0.2386,0.1615,0.065,0.8383,0.7733,0.0768,0.209,0.1322,0.0758,0.102,0.0262,0.0818,0.1331,0.0513,0.0995,0.1343,0.0348,0.0824,0.2712,0.1888,0.065
s024,0.0734,0.2694,0.196,0.0655,0.1795,0.114,0.0496,0.0958,0.0462,0.0702,0.6832,0.613,0.0454,0.364,0.3186,0.0555,0.2694,0.2139,0.046,0.1105,0.0645,0.0792,0.1025,0.0233,0.0525,0.2,0.1475,0.0837,0.2306,0.1469,0.0847
s035,0.047,0.2753,0.2283,0.1184,0.178,0.0596,0.0554,0.505,0.4496,0.0681,0.2121,0.144,0.0581,0.3573,0.2992,0.1135,0.1863,0.0728,0.0976,0.382,0.2844,0.0607,0.0924,0.0317,0.0586,0.1543,0.0957,0.067,0.2528,0.1858,0.0504
s053,0.1068,0.1408,0.034,0.0533,0.0726,0.0193,0.1079,0.0876,-0.0203,0.0449,0.1812,0.1363,0.0528,0.2762,0.2234,0.0433,0.2259,0.1826,0.0741,0.0916,0.0175,0.0823,0.0834,0.0011,0.1235,0.0775,-0.046,0.0943,0.1928,0.0985,0.0704
s026,0.0766,0.1829,0.1063,0.0684,0.1795,0.1111,0.075,0.1632,0.0882,0.1003,0.2908,0.1905,0.08,0.3455,0.2655,0.0787,0.1846,0.1059,0.0845,0.1226,0.0381,0.1011,0.113,0.0119,0.0924,0.1512,0.0588,0.0985,0.2171,0.1186,0.0934
s030,0.1526,0.2008,0.0482,0.1135,0.1874,0.0739,0.1196,0.2431,0.1235,0.1333,0.7711,0.6378,0.09,1.0844,0.9944,0.113,0.2595,0.1465,0.1325,0.1302,-0.0023,0.1029,0.1832,0.0803,0.0985,0.2117,0.1132,0.0861,0.2802,0.1941,0.0937
s038,0.0747,0.2864,0.2117,0.0752,0.0982,0.023,0.0633,0.0952,0.0319,0.0749,0.2669,0.192,0.0596,0.4487,0.3891,0.0681,0.3611,0.293,0.0973,0.1251,0.0278,0.1037,0.1576,0.0539,0.0633,0.177,0.1137,0.0878,0.3322,0.2444,0.0831
s010,0.0731,0.1319,0.0588,0.0684,0.1186,0.0502,0.0866,0.1231,0.0365,0.0702,0.1969,0.1267,0.0692,0.2292,0.16,0.0642,0.0912,0.027,0.1048,0.168,0.0632,0.0697,0.1389,0.0692,0.0491,0.1958,0.1467,0.0985,0.2412,0.1427,0.0837
s038,0.0844,0.2035,0.1191,0.1116,0.105,-0.0066,0.0623,0.0985,0.0362,0.091,0.2803,0.1893,0.067,0.4187,0.3517,0.1092,0.368,0.2588,0.1005,0.1441,0.0436,0.1227,0.1396,0.0169,0.0699,0.1485,0.0786,0.1039,0.3211,0.2172,0.0757
s015,0.0966,0.1258,0.0292,0.0533,0.0987,0.0454,0.0687,0.0338,-0.0349,0.0972,0.4405,0.3433,0.0576,0.2999,0.2423,0.0777,0.1624,0.0847,0.0813,0.1054,0.0241,0.0925,0.0885,-0.004,0.0751,0.1287,0.0536,0.08,0.2037,0.1237,0.0681
s038,0.0947,0.1967,0.102,0.0947,0.0802,-0.0145,0.0638,0.1292,0.0654,0.0586,0.1976,0.139,0.0628,0.4166,0.3538,0.0786,0.3738,0.2952,0.1034,0.1375,0.0341,0.1287,0.1362,0.0075,0.061,0.1522,0.0912,0.0936,0.3084,0.2148,0.0718
s027,0.0866,0.1723,0.0857,0.0818,0.1425,0.0607,0.1236,0.1101,-0.0135,0.0837,0.4241,0.3404,0.0702,0.3141,0.2439,0.1103,0.1626,0.0523,0.1117,0.1139,0.0022,0.1228,0.0906,-0.0322,0.1426,0.1605,0.0179,0.1307,0.3066,0.1759,0.0774
s002,0.1127,0.2126,0.0999,0.0803,0.1856,0.1053,0.0628,0.1206,0.0578,0.0866,0.4632,0.3766,0.0834,0.401,0.3176,0.1128,0.1717,0.0589,0.0905,0.1334,0.0429,0.0985,0.1155,0.017,0.0705,0.1666,0.0961,0.094,0.2282,0.1342,0.0734
s007,0.0929,0.1044,0.0115,0.0818,0.6019,0.5201,0.0821,0.1507,0.0686,0.0797,0.2607,0.181,0.1156,0.2801,0.1645,0.1247,0.1427,0.018,0.103,0.0843,-0.0187,0.1041,0.0893,-0.0148,0.1358,0.089,-0.0468,0.1006,0.2185,0.1179,0.0905
s050,0.0731,0.414,0.3409,0.0578,0.1335,0.0757,0.0757,0.1174,0.0417,0.0881,0.2265,0.1384,0.0594,0.2641,0.2047,0.1132,0.1618,0.0486,0.0968,0.1204,0.0236,0.1316,0.1208,-0.0108,0.0897,0.2071,0.1174,0.0818,0.2478,0.166,0.0805
s052,0.0686,0.5754,0.5068,0.0791,0.1039,0.0248,0.0697,0.0842,0.0145,0.0794,0.3225,0.2431,0.0726,0.3902,0.3176,0.0739,0.6742,0.6003,0.0583,0.455,0.3967,0.0955,0.1504,0.0549,0.1222,0.0762,-0.046,0.118,0.4375,0.3195,0.0712
s052,0.0641,0.5943,0.5302,0.07,0.0594,-0.0106,0.0992,0.1064,0.0072,0.0715,0.3756,0.3041,0.0768,0.2578,0.181,0.0786,0.245,0.1664,0.0784,0.1573,0.0789,0.1105,0.2556,0.1451,0.1021,0.0738,-0.0283,0.104,0.3573,0.2533,0.0786
s024,0.0715,0.2087,0.1372,0.0916,0.2056,0.114,0.0544,0.1544,0.1,0.0069,0.6801,0.6732,0.0486,0.3873,0.3387,0.0547,0.2754,0.2207,0.0346,0.1376,0.103,0.0763,0.0996,0.0233,0.0578,0.2317,0.1739,0.075,0.2396,0.1646,0.0744
s038,0.0799,0.2333,0.1534,0.0762,0.0812,0.005,0.0681,0.095,0.0269,0.086,0.3589,0.2729,0.061,0.536,0.475,0.0557,0.2398,0.1841,0.0865,0.0977,0.0112,0.1079,0.1612,0.0533,0.0644,0.2255,0.1611,0.0913,0.3454,0.2541,0.0831
s010,0.1029,0.1163,0.0134,0.0599,0.1357,0.0758,0.0813,0.0837,0.0024,0.0681,1.0345,0.9664,0.0584,0.358,0.2996,0.0555,0.1247,0.0692,0.085,0.0972,0.0122,0.0473,0.1073,0.06,0.0787,0.2135,0.1348,0.0932,0.1757,0.0825,0.0657
s031,0.1407,0.3385,0.1978,0.0739,0.1964,0.1225,0.1093,0.1845,0.0752,0.0898,0.3128,0.223,0.0555,0.3377,0.2822,0.0996,0.2646,0.165,0.08,0.0878,0.0078,0.1491,0.2067,0.0576,0.0644,0.1647,0.1003,0.099,0.8816,0.7826,0.1396
s033,0.086,0.2882,0.2022,0.1519,0.1617,0.0098,0.1432,0.1844,0.0412,0.1329,0.4311,0.2982,0.0897,0.6934,0.6037,0.172,0.3126,0.1406,0.1896,0.219,0.0294,0.2089,0.1562,-0.0527,0.1506,0.2851,0.1345,0.1461,0.4015,0.2554,0.1221
s028,0.0607,0.3485,0.2878,0.0576,0.1128,0.0552,0.0655,0.0938,0.0283,0.057,0.3409,0.2839,0.0552,0.3221,0.2669,0.0637,0.131,0.0673,0.0576,0.0389,-0.0187,0.0798,0.0809,0.0011,0.0702,0.1148,0.0446,0.066,0.2791,0.2131,0.0668
s028,0.0744,0.1321,0.0577,0.0504,0.1111,0.0607,0.0584,0.064,0.0056,0.0655,0.5207,0.4552,0.046,0.3939,0.3479,0.0613,0.3374,0.2761,0.046,0.0622,0.0162,0.0702,0.0996,0.0294,0.0639,0.1705,0.1066,0.0573,0.2306,0.1733,0.0623
s043,0.0723,0.4894,0.4171,0.0728,0.1939,0.1211,0.0778,0.2255,0.1477,0.1016,0.3793,0.2777,0.0723,0.6009,0.5286,0.0528,0.3672,0.3144,0.0615,0.0832,0.0217,0.0828,0.2145,0.1317,0.0496,0.2556,0.206,0.0525,0.2834,0.2309,0.0428
s022,0.0552,0.5502,0.495,0.0557,0.2887,0.233,0.0452,0.2358,0.1906,0.0739,0.337,0.2631,0.0552,0.4899,0.4347,0.0536,0.339,0.2854,0.0465,0.2142,0.1677,0.1143,0.1291,0.0148,0.051,0.2563,0.2053,0.047,0.3076,0.2606,0.0428
s029,0.1022,0.1678,0.0656,0.0565,0.1006,0.0441,0.0531,0.0735,0.0204,0.0663,0.6782,0.6119,0.0541,0.2814,0.2273,0.0956,0.1661,0.0705,0.0824,0.1229,0.0405,0.0905,0.1117,0.0212,0.0908,0.0657,-0.0251,0.1011,0.2174,0.1163,0.0676
s054,0.0847,0.2534,0.1687,0.1076,0.1395,0.0319,0.1016,0.1098,0.0082,0.1266,0.2492,0.1226,0.0852,0.3137,0.2285,0.0961,0.1362,0.0401,0.0963,0.1404,0.0441,0.1132,0.133,0.0198,0.1453,0.0986,-0.0467,0.1045,0.1888,0.0843,0.1292
s017,0.0747,0.1171,0.0424,0.0578,0.1365,0.0787,0.0557,0.061,0.0053,0.0578,0.2077,0.1499,0.0531,0.3564,0.3033,0.0615,0.23,0.1685,0.0774,0.139,0.0616,0.0817,0.0703,-0.0114,0.0479,0.149,0.1011,0.0795,0.196,0.1165,0.0568
s011,0.0876,0.1767,0.0891,0.1256,0.1597,0.0341,0.0813,0.1201,0.0388,0.0879,0.1942,0.1063,0.094,0.3205,0.2265,0.1162,0.188,0.0718,0.099,0.1334,0.0344,0.1162,0.0882,-0.028,0.1057,0.0729,-0.0328,0.0777,0.0934,0.0157,0.1006
s002,0.0942,0.135,0.0408,0.0866,0.1289,0.0423,0.0708,0.0993,0.0285,0.0964,0.2822,0.1858,0.1167,0.3741,0.2574,0.0866,0.1302,0.0436,0.08,0.1461,0.0661,0.1048,0.0758,-0.029,0.0808,0.1618,0.081,0.0942,0.202,0.1078,0.0597
s026,0.0871,0.2934,0.2063,0.0679,0.1394,0.0715,0.08,0.0982,0.0182,0.0895,0.1832,0.0937,0.08,0.3073,0.2273,0.0809,0.1559,0.075,0.0913,0.1104,0.0191,0.1069,0.1093,0.0024,0.0919,0.1199,0.028,0.1109,0.247,0.1361,0.0924
s034,0.1076,0.135,0.0274,0.0881,0.1132,0.0251,0.0689,0.0937,0.0248,0.0546,0.24,0.1854,0.0723,0.3053,0.233,0.143,0.2174,0.0744,0.1208,0.066,-0.0548,0.0765,0.5304,0.4539,0.0958,0.2669,0.1711,0.0897,0.2017,0.112,0.0815
s019,0.0729,0.2188,0.1459,0.0855,0.2357,0.1502,0.0631,0.0747,0.0116,0.0816,0.2779,0.1963,0.0496,0.3497,0.3001,0.0927,0.2289,0.1362,0.0721,0.0872,0.0151,0.1077,0.1613,0.0536,0.0565,0.2378,0.1813,0.0597,0.3947,0.335,0.0729
s008,0.0742,0.143,0.0688,0.0853,0.1212,0.0359,0.09,0.1056,0.0156,0.1024,0.2304,0.128,0.0876,0.293,0.2054,0.0935,0.1389,0.0454,0.1169,0.1283,0.0114,0.0985,0.0362,-0.0623,0.13,0.1035,-0.0265,0.0885,0.1837,0.0952,0.0958
s052,0.0522,0.7074,0.6552,0.0821,0.0565,-0.0256,0.1177,0.1293,0.0116,0.062,0.8022,0.7402,0.0633,0.4556,0.3923,0.0649,0.2796,0.2147,0.0707,0.1312,0.0605,0.071,0.2891,0.2181,0.0863,0.0361,-0.0502,0.1312,0.7666,0.6354,0.0739
s035,0.0472,0.1909,0.1437,0.0704,0.1372,0.0668,0.0499,0.0866,0.0367,0.0657,0.2041,0.1384,0.0639,0.3391,0.2752,0.0828,0.1791,0.0963,0.0604,0.1254,0.065,0.0536,0.0945,0.0409,0.0588,0.1408,0.082,0.0718,0.2724,0.2006,0.0652
